,Title,Episodes,Average Score (Out of 100),Popularity,Is Adult,Country of Origin,Source,Genres,Start Date,End Date,Description,Season,Season Year,Duration,Type
1829,Hengentai Mayakou Karura Mau! Sendai Kokeshi Enka,6.0,,321,False,JP,MANGA,['Horror'],14/9/1990,8/3/1991,"Shoko and Maiko Ougi are apparently two ordinary schoolgirls in pursuit of graduating and having fun. Shii-chan is the more serious while Mai-chan is more fun-loving. In reality, the two sisters are powerful exorcists from the Karura temple. Each wields half the power... Shii-chan can ""see"" the spirits, and Mai-chan can banish them. This is a spooky series with heavy emphasis on traditionally Japanese occult themes. <br><br>
(Source: AnimeNfo)",FALL,1990.0,30.0,OVA
1830,Kero Kero Chime,30.0,49.0,414,False,JP,MANGA,"['Adventure', 'Comedy', 'Fantasy']",6/3/1997,25/9/1997,"Aoi, a regular boy, is cused with a spell that turns him into a frog whenever he gets wet. He is sent to another world with a frog kingdom to find the princess to undo the spell. When he finds out that she doesn't know how to lift the curse, they set out to find the spell that will. Along the way they meet many interesting creatures, come accross many dangers, and make many new friends.
<br><br>
(Source: Anime News Network)",SPRING,1997.0,24.0,TV
1831,Kiko-chan Smile,51.0,49.0,326,False,JP,MANGA,"['Adventure', 'Comedy', 'Slice of Life']",5/10/1996,27/9/1997,Kiko-chan's Smile is an anime and manga series about a kindergarten student who has many of the features of a child prodigy but at the same time has many bizarre habits and an odd personailty.,FALL,1996.0,20.0,TV
1832,Kindaichi Shounen no Jikenbo (TV),148.0,74.0,5554,False,JP,MANGA,['Mystery'],7/4/1997,11/9/2000,"Kindaichi Hajime may look dumb, but he is one of the smartest you will ever see. He encounters mysteries after mysteries with his good friend, Miyuki, and he swears to solve them in the name of his grandfather, which was a great detective.
<br><br>
(Source: Anime News Network)",SPRING,1997.0,24.0,TV
1833,Kindaichi Shounen no Jikenbo,1.0,64.0,925,False,JP,LIGHT_NOVEL,['Mystery'],14/12/1996,14/12/1996,"Invited for a anniversary celebration, Kindaichi, Miyuki and inspector Kenmochi re-visit the Opera House. There they discover that a play of ""The Phantom of the Opera"" is being rehearsed again. However, it doesn't take long when members of the acting troupe are killed by the ""Phantom"". Kindaichi will once again have to solve a murder series in the Opera House.
<br><br>
(Source: Anime News Network)",FALL,1996.0,95.0,MOVIE
1834,Landlock,2.0,46.0,693,False,JP,,"['Adventure', 'Fantasy']",21/6/1996,27/9/1996,"The land of Zer&rsquo;lue is in turmoil, ravaged by the technological might of Chairman Sana'ku and his evil, militaristic Zul&rsquo;earth forces. In a rapidly unfolding story of treachery, deceit and betrayal, only one boy holds the power to defeat such overwhelming odds... a boy named Lue'der, who possesses a mysterious red eye and the ability to control the power of the wind itself. With the fate of the world at stake, Lue'der must learn to unlock his legendary power and battle against the evil which threatens to engulf his planet.
<br><br>
(Source: Anime News Network)",SUMMER,1996.0,45.0,OVA
1835,Majuu Senshi Luna Varga,4.0,50.0,618,False,JP,LIGHT_NOVEL,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy']",20/3/1991,20/9/1991,"The Dunbas Empire tries to conquer the peaceful land of Rimbell. The three princesses are determined to resist the invaders, expecially the middle one, the tomboyish, sword-wielding Luna. After a magical escapade in the cellars of the castle, she finds herself embedded up to the hips in the head of a huge green reptile, the legendary Varga, and acting as its ""brain"". Even when in human form she has a reptilian tail. She has to fend off a very persistent giant invader and rescue her sister who has been kidnapped by a pterodactyl. <br><br>
(Source: AniDB)",SPRING,1991.0,30.0,OVA
1836,Majokko Club Yoningumi: A Kuukan kara no Alien X,1.0,49.0,417,False,JP,ORIGINAL,"['Mahou Shoujo', 'Sci-Fi']",None/None/1987,None/None/1987,"Yuu, Persia, Mai and Yumi are together in a science fiction-like adventure. An awful monster assault young and beautiful girls, leaving them transformed into ugly hags: only our four magical girls with their powers can fly to the space and fight for Earth 's sake, so Yuu transforms into Creamy Mami, Mai into Magical Emi, Persia into Fairy and little Yumi draws space suits for all of them.
<br><br>
(Source: Anime News Network)",,,41.0,OVA
1837,Makeruna! Makendo,1.0,49.0,581,False,JP,VIDEO_GAME,['Comedy'],25/3/1995,25/3/1995,"Makenko used to be a normal boy -- until he was kidnapped by the brain monster Dr. Mud and transformed into a cyborg capable of destroying both the monster and human worlds! On his quest for vengeance, he is inadvertently joined by Makendo, a fellow monster hunter who would prefer not to be, and her little sister Hikari who would like nothing better! Dastardly demons and wacky monsters abound as the trio fight the bad guys to kick some monster butt, and get Makenko's body back!<br>",SPRING,1995.0,30.0,OVA
1838,Marriage: Kekkon,2.0,46.0,504,False,JP,VISUAL_NOVEL,"['Romance', 'Slice of Life']",23/3/1996,21/6/1996,"The OVA anime release Marriage consists of two 30-minute pieces by Miki Kasamatsu on the topics of love and looking for that special someone. 
 <br><br>
The first deals with a group of young women who, after being out of school for a few years, are beginning to think about settling down. However, there is one member of the group who has no prospects, and Shizuka's friends are worried that her shyness will keep Mr. Right from noticing her beauty and character. They persuade her to join a dating service called The Wedding Club, but when her first match seems to be quite a dud, Shizuka wonders if a trip down the isle just isn't in her future. 
<br><br>
The second episode is about five sisters, only one of whom isn't married. What's more, the cool Kiyomi seems to have no interest whatsoever in finding a husband. Her sisters have other ideas, though, and when a co-worker asks her out on a date, the women convince the suitor to propose marriage that very night.This is easier said than done, however, as Kiyomi's attitude can be quite intimidating. 
The young man may not end up following through with the plan, but even if he does there is no guarantee that the headstrong lady in question will say yes. <br><br>
(Source: All Movie)",SPRING,1996.0,27.0,OVA
1839,Natsuki Crisis,2.0,55.0,963,False,JP,MANGA,['Action'],23/2/1994,21/4/1994,"Natsuki is the top female karateka in her high school. Beautiful and cheerful, she charms most people she meets. Most of the young men in her class would dearly like to be the object of her affection but she saves her passion for karate. Unfortunately, all the big ugly thugs she comes across want to fight her so she's always finding practical application for her karate skills. As the series continues and her opponents get grimmer, Natsuki learns techniques from Akido and Judo and develops a special Ki energy blast that doubles the strength of her punches. She may not be able to smash walls like some of her opponents but her special N.G. Bomber usually sends her opponents flying. <br><br>
(Source: AniDB)",WINTER,1994.0,30.0,OVA
1840,NG Kishi Ramune & 40,38.0,58.0,1078,False,JP,ORIGINAL,"['Adventure', 'Comedy', 'Fantasy', 'Mecha']",6/4/1990,4/1/1991,"Lamune is an ordinary 4th grade boy who loves playing video games. He buys one from a peddler girl and helps her sell the rest. At home, he plays the game called ""King Sccasher"" &amp; beats it. The peddler girl then comes out of the TV screen and asks for his help, calling him ""The Blood Relative of the Chosen Hero Lamuness"". She is Princess Milk and takes him to Hara-Hara World where his role is to revive the Guardian Knights. To do this, he had to find an unlock the shrine which held Tama-Q, a robot who became Lamuness' Advisor Robot, and key to freeing the Guardian Knights. All of the Knights are free-thinking mechas except for King Sccasher which is piloted by Lamuness. Opposing Lamuness is Don Harumage and his minions Da Cider and Lesuka.
<br><br>
(Source: Anime News Network)",SPRING,1990.0,22.0,TV
1841,NG Kishi Ramune & 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,3.0,51.0,402,False,JP,ORIGINAL,"['Adventure', 'Comedy', 'Fantasy', 'Mecha']",21/7/1991,21/11/1991,"Lamune has returned to Earth with no memory of his adventures on Hara-Hara world and Doki-Doki space. The remains of Gobuhriki find their way to Earth, and awaken the spirit of Don Harumage. While Cocoa builds a fighting vehicle with stuff she finds around Tokyo, Milk and Leska set off to find Lamune and Da Cider to save the day before the new Gobuhriki is revived and destroys the Earth.
<br><br>
(Source: Anime News Network)",SUMMER,1991.0,30.0,OVA
1842,NG Kishi Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,3.0,51.0,397,False,JP,ORIGINAL,"['Adventure', 'Comedy', 'Fantasy', 'Mecha']",23/6/1993,22/9/1993,"Lamune and Da Cider head off to Puff-Puff Palace to rescue two beautiful barely clothed maidens, Gold Mountain and Silver Mountain- the Mountain Duo. This of course infuriates Milk and Leska, who with a rather confused and unwilling Cocoa ""transform"" into ""Seinaru Milky"", ""Seinaru Cacao"", and ""Seinaru Lemon"". The three then head after their would-be boyfriends to extract their revenge.
<br><br>
(Source: Anime News Network)",SUMMER,1993.0,30.0,OVA
1843,VS Kishi Ramune & 40 Honoo,26.0,56.0,766,False,JP,ORIGINAL,"['Comedy', 'Fantasy']",3/4/1996,25/9/1996,"Baba Lamunade is followed home by two strange peddler girls who give him a CD-rom game. After he beats ""The Legend of Lamuness"", the girls come out of his computer and bring him to DokiDoki Space. He is the third descendant of the hero Lamuness who must stop Don Genosai from resurrecting the great evil Abraham. Accompanied by PQ, his advisor robot, and Parfait and Cacao, he must pilot the Kaizer Fire mecha. However, he needs another pilot, and Da Cider is chosen as the second pilot.
<br><br>
(Source: Anime News Network)",SPRING,1996.0,20.0,TV
1844,Nora,1.0,36.0,1224,False,JP,MANGA,"['Adventure', 'Sci-Fi']",21/1/1985,21/1/1985,"Nora is on vacation in a ""Holiday Inn"" space station. When the artificial gravity fails, the whole space resort becomes chaotic but she helps solve the problem.
<br><br>
(Source: Anime News Network)",WINTER,1985.0,56.0,OVA
1845,Choujikuu Seiki Orguss,35.0,56.0,2068,False,JP,ORIGINAL,"['Adventure', 'Mecha', 'Sci-Fi']",3/7/1983,8/4/1984,"In the year 2062, the world's two superpowers are fighting a long and brutal war. In a desperate attempt to win, pilot Kei Katsuragi is given the mission to detonate a super weapon called the Space/Time Oscillation Bomb. The bomb explodes but the results are completely unexpected: a multitude of dimensions, times, and realities are unleashed into the world. Can Kei reverse the effects and bring life back to normal? <br><br>
(Source: ImaginAsian Entertainment)",SUMMER,1983.0,25.0,TV
1846,Choujikuu Seiki Orguss 02,6.0,58.0,997,False,JP,ORIGINAL,"['Adventure', 'Mecha', 'Sci-Fi']",5/12/1993,25/4/1995,"For 200 years they lay deep beneath the earth or silent on the ocean bed. Now two opposing armies race to unearth these massive engines of war, devastating weapons known as Decimators. As more of these vast robots are reactivated, the world moves ever closer to another all-out war, drawing innocent victims into the deadly conflict.<br>
<br>
(Source: Manga Entertainment)",WINTER,1993.0,28.0,OVA
1847,Oshare Kozou wa Hanamaru,1.0,45.0,410,False,JP,MANGA,['Romance'],23/4/1993,23/4/1993,"""Kotobuki is a cheerful outgoing 14 year old girl. She's a young lady with good fashion sense and her favorite pass-time includes browsing through specialty shops, gift shops, and clothing stores. Her favorite store is ""Galopine Et Galopin"", a clothing store run by a young fashion designer named Hodaka-san. Hodaka is a handsome, quiet, reserved young man who's designs are making him very popular in the fashion world."" <br><br>
(Source: AniDB)",SPRING,1993.0,30.0,OVA
1848,Kiss wa Me ni Shite,1.0,50.0,603,False,JP,MANGA,"['Comedy', 'Romance']",27/8/1993,27/8/1993,Ibuki Morisato's dream of kissing a prince turned into reality when her dream prince appeared as the new transfer student?!,SUMMER,1993.0,30.0,OVA
1849,POPS,1.0,45.0,544,False,JP,MANGA,['Romance'],25/6/1993,25/6/1993,"Kusuko has a secret crush on the resident class playboy, Mishima. However, with the constant rotation of ever-changing girls on his arm, she keeps a safe distance. Mishima takes her standoffish attitude for coldness and confronts her about it. However, they manage to overcome the misunderstandings and even begin dating. The more she gets to know him, the harder she finds herself falling, but one day, she overhears him talking to another girl on the phone...
",SUMMER,1993.0,31.0,OVA
1850,Relic Armor LEGACIAM,1.0,47.0,814,False,JP,OTHER,"['Action', 'Mecha', 'Sci-Fi']",28/11/1987,28/11/1987,"The planet Libertia was once known as &ldquo;the planet of death&rdquo;, until humanity built three giant mirrors and created what seemed like an ideal land. It is on this planet that Professor Grace and his granddaughter Alcia live peacefully&hellip; until their home is attacked by Guild soldiers looking for the professor and for Legaciam &ndash; a special Armor that can resist extreme heat, allowing it to go to areas where humans would not survive normally. Alcia, who was at the time piloting Legaciam in order to help her grandfather with the testing, manages to get away&hellip; barely. But the Guild is determined to get Legaciam by any means necessary&hellip;
<br><br>
(Source: Anime News Network)
<br><br>
Spin off of Akinori Endo's novel, 'Warrior of the Tower: Relic Armor Legacium'. ",FALL,1987.0,49.0,OVA
1851,Salamander,3.0,46.0,461,False,JP,VIDEO_GAME,"['Adventure', 'Sci-Fi']",25/2/1987,25/2/1989,"Three tales based on the Gradius video game series by Konami. The planet Latis is under attack by the Space Dragon Salamander and it's war planet, the Bacterian horde destroying everything in sight, their defenses ineffective and losing all hope, three heroes from the planet Gradius join Lord British in defense of his beloved planet.<br><br>
Then in a prequel, a girl from a distant planet brings an ominous warning to the planet Gradius, the Bacterians and how three people become heroes of the galaxy.<br><br>
Then we jump to the future, after the signing of a peace treaty, one of our heroes gets captured by the Bacterians, can the military might of Gradius and our remaining heroes save the prisoner from a fate worse than death.<br><br>
(Source: AniDB)",WINTER,1987.0,53.0,OVA
1852,Sequence,1.0,48.0,523,False,JP,MANGA,"['Romance', 'Sci-Fi']",18/3/1992,18/3/1992,"Suffering from a crippling memory loss ever since an accident at the age of six, Toshiaki finds new hope, and a new mystery, when he is visited by a girl from his own future.

(Source: The Anime Encyclopedia)",SPRING,1992.0,42.0,OVA
1853,Tokumu Sentai Shinesman,2.0,58.0,864,False,JP,MANGA,"['Comedy', 'Sci-Fi']",21/2/1996,21/3/1996,"Hiroya Matsumoto, hoping to become a great employee as his late father, has just been hired at Raito (Right) Trading Company. Little does he know that he has been recruited for a very mysterious department within the company - the Special Duty Combat Unit, known as SHINESMAN. Their purpose, to fight the terrible (often times hilarious) alien forces that threaten the earth.<br><br>
Like most corporate employees, Matsumoto still has meetings to attend and deadlines to meet. But when the Shinesman rage war against the alien race from Planet Voice, led by their Prince Sasaki, Matsumoto and his co-workers don their office-coloured comat Pro-suits and become: Shinesman Red, Sepia, Salmon Pink, Grey, and Moss Green.<br><br>
If you thought you'd seen it all in Power Rangers, Kamen Rider, or even Dynaman, wait until you take a look at the zaney but corporate world of SHINESMAN!<br><br>
(Source: Anime Works DVD)",WINTER,1996.0,30.0,OVA
1854,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",1.0,68.0,2049,False,JP,MANGA,"['Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Romance']",2/11/1996,2/11/1996,"It's been several years and Kyosuke Kasuga is now 19. A mysterious phone call warns him of oncoming cars but he doesn't listen. Ironically, he gets hit by a car and because of his telepathic abilities, gets sent three years into the future. His 22 year old future self is now a photographer who is lost in Bosnia and believed to be dead. Kyosuke must find his 22 year old future self and restore himself, the 19 year old, to his correct time. Along the way he reunites with Hikaru who is now a professional and famous dancer. Madoka is also there, distraught over both Kyosuke, the 22 year old, going missing in Bosnia and Kyosuke, the 19 year old, getting hit by a car. <br><br>
(Source: Anime News Network)",FALL,1996.0,95.0,MOVIE
1855,Silent Mobius: THE MOTION PICTURE,1.0,56.0,1127,False,JP,MANGA,"['Adventure', 'Sci-Fi', 'Supernatural']",17/8/1991,17/8/1991,"In a futuristic Tokyo, several policewomen fight a monster. One of them, Katsumi Liqueur, remembers where she saw it before... Katsumi Liqueur, an American-born woman of Japanese descent, travels to Tokyo to visit her mother, Fuyuka, who is sick in the hospital. She takes a shortcut through an alley after her taxi gets stuck in traffic, only to encounter a monster and two policewomen fighting it. Later, she meets their chief, Rally Cheyenne, who, it seems, has been expecting her, though Katsumi has never met her before. The policewomen want Katsumi to help them fight the monster, but Katsumi, who does not want to believe in magic, resists.
<br><br>
(Source: Anime News Network)",SUMMER,1991.0,54.0,MOVIE
1856,Silent Mobius 2,1.0,54.0,698,False,JP,MANGA,"['Adventure', 'Fantasy', 'Sci-Fi']",18/7/1992,18/7/1992,"This sequel to the Silent Mobius The Movie 1 continues the timeline of the flashback section of the first movie (Katsumis initial contact with AMP), using some more ideas and persons from the Manga, and being slightly less incompatible to the Silent Mobius series from 1998.",SUMMER,1992.0,59.0,MOVIE
1857,SINGLES,1.0,48.0,666,False,JP,MANGA,['Romance'],28/5/1993,28/5/1993,"Saki secretly loves her sister's boyfriend, Kaname. When she starts college, she decides to begin a new chapter of her life, forgetting Kaname and searching for a new love.",SPRING,1993.0,30.0,OVA
1858,Tattoon Master,2.0,52.0,784,False,JP,MANGA,"['Adventure', 'Comedy', 'Slice of Life', 'Supernatural']",26/4/1996,23/8/1996,"When Hibio's adventurer mother sets off to research a mysterious tribe, she hits a wall. Fortunately for her, the beautiful young Nima sees a family portrait and decides that she wants her son for her husband and she gets a chance to further her research. She agrees to the arrangement. Of course, she doesn't consult him about his future bride. When Nima shows up in Tokyo to be with her new husband, hilarity and chaos ensues as Hibio and his modern Tokyo background meets Nima's magical heritage. <br><br>
(Source: Anime News Network)",SPRING,1996.0,30.0,OVA
1859,TO-Y,1.0,53.0,1357,False,JP,MANGA,"['Drama', 'Music']",1/10/1987,1/10/1987,"Two weeks before a concert at Yaon Hibiya auditorium (1987.8.26), while playing at the club Shinjuku Loft, lead vocalist To-Y (pron: to-o-i) of the band GASP is jumped by a rival, Aikawa Yoji. GASP is a upcoming band known for its violence, struggling to be noticed against the popularity of hotshot Aikawa, who's #1 on the charts and beloved by his fans. The Yaon Hibiya concert represents GASP's mainstream debut to break out of the small-time club scene, which is threatened by the schemes of Aikawa's manager, Ms. Kato of Koyama Productions. Kato wants To-Y to leave that ""bunch of hoodlums,"" and sing independently for a major label. <br><br>
Adding to the confusion is an unexplained character who manifests feline traits, named Niya. Niya presents herself as ""To-Y's aijin"" (""Niya, To-Y no aijin da yo!"") to the consternation of Koishikawa Hiderou, who has interest in To-Y. Koishikawa, also known as ""Sonoko-chan,"" is typed as a ""okama"" by Niya. A running motif is GASP, it's fans, and associates regarded as unusual by the mainstream public, as exemplified by their musical taste, dress, and Classic Coke-drinking, which only contributes to more difficulty in their struggle to be accepted.<br><br>
(Source: AniDB)",FALL,1987.0,55.0,OVA
1860,Seto no Hanayome,26.0,73.0,45159,False,JP,MANGA,"['Comedy', 'Romance']",2/4/2007,1/10/2007,"Michishio Nagasumi's life couldn't be any more normal. In an odd twist of events, during his summer vacation he ends up almost drowning in the sea. Luckily, the cute mermaid Seto San appears to save him. However, San is from a yakuza mermaid family and according to their law, if a human is to catch sight of a mermaid, either he or the mermaid must die. The only other way is for Nagasumi to be taken in as a family member, marrying San. In attempts to save both of their lives, Nagasumi asks for San's hand in marriage. Nagasumi's summer vacation reaped more then what he would expect, as he must now protect San from others finding her secret out. ",SPRING,2007.0,24.0,TV
1861,Touka Gettan,26.0,57.0,3048,False,JP,VISUAL_NOVEL,"['Drama', 'Romance', 'Supernatural']",3/4/2007,25/9/2007,"Touka Kamiazuma inherited his clan’s duty to protect the magical land of Kamitsumihara when he discovered his body holds Sekiken, a mythical stone sword, but his connection to the land only deepens when he meets the strangely intriguing Momoka Kawakabe. Inexplicably drawn to one another, soon destiny’s inescapable threads pull Touka and Momoka into a web of dark secrets and ancient tragedies that will bring an ancient legend to life and change the face of Kamitsumihara forevermore.
<br><br>
(Source: HIDIVE, edited)",SPRING,2007.0,23.0,TV
1862,Kiss Dum: ENGAGE planet,26.0,56.0,1841,False,JP,ORIGINAL,"['Mecha', 'Sci-Fi']",4/4/2007,26/9/2007,"In A.D. 2031, humans are enjoying a prosperous existence until strange life forms called Hardians appear. They suddenly begin to multiply and assault the human population. As a countermeasure, mankind organizes the N.I.D.F. to investigate the Hardians and protect themselves.<br><br>
A fighter pilot, Aiba Shu, begins to become involved in the battle against the lifeforms. Rurika Yuno, one of Earth's foremost scientists, investigates the Hardians and hears rumors about the ""Book of a Dead Man."" What is the secret of this tome, and what relation does it have to the Hardians?<br><br>
Now, the fight for mankind's survival begins.<br><br>
(Source: AnimeNfo)",SPRING,2007.0,24.0,TV
1863,ONE PIECE: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,1.0,70.0,11732,False,JP,MANGA,"['Action', 'Adventure', 'Fantasy']",3/3/2007,3/3/2007,"A retelling of the Alabasta arc. <br><br>
Revolution is brewing in the desert country of Alabasta, but the Straw Hats and Princess Vivi know the truth: it's all a plot cooked up by Crocodile. <br><br>
(Source: Netflix)",SPRING,2007.0,90.0,MOVIE
1864,Rockman.EXE AXESS,51.0,65.0,3044,False,JP,VIDEO_GAME,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",4/10/2003,25/9/2004,"Netto's father Yuuichirou Hikari has made a scientific breakthrough by introducing the ""synchro chips"". If an operator and his or her navi are in a special enviroment known as a ""dimensional area"", they can fuse together in the real world via a technique called ""cross fusion""! Yuuichirou's first test subject, Misaki Gorou, attempts the process and sadly fails. Netto offers to try with Rockman, but his father forbids it. Cross Fusion puts enormous strain on the operator's health, and battling in the real world could mean death. <br><br>
(Source: Official Site)",FALL,2003.0,24.0,TV
1865,Rockman.EXE Stream,51.0,65.0,1971,False,JP,VIDEO_GAME,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",2/10/2004,24/9/2005,"A comet burns in the sky, its brilliant light shining down upon the people of Earth. At that time, a giant army of viruses invade the real world, crushing everything in their path. Netto and Enzan use cross fusion to intervene, but are whisked away to an unknown location, only to be confronted by the one responsible for the attack - Duo! <br><br>
(Source: Official Site)",FALL,2004.0,25.0,TV
1866,Rockman.EXE BEAST,25.0,64.0,1571,False,JP,VIDEO_GAME,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",1/10/2005,1/4/2006,"Trill, a mysterious navi said to have originated from the world of Beyondard, is discovered. And new beast-type enemies, the Zoanoroids, want him for his special power. Netto Hikari and Rockman must protect their new friend while they try to figure out what Trill is really and his connection to the two legendary cyber beasts, Grega and Faltzer.
<br><br>
(Source: Anime News Network)",FALL,2005.0,25.0,TV
1867,Rockman.EXE Movie: Hikari to Yami no Program,1.0,63.0,832,False,JP,,"['Action', 'Adventure']",12/3/2005,12/3/2005,"Deep in the dark recesses of the UnderNet, Forte sleeps as he drifts aimlessly. In this cybernetic graveyard, a pulsating power re-awakens Forte, alerting him to a dangerous being shortly ahead. A haunting face appears amidst a massive bright purple blob, laughing directly at Forte. Cursing him, Forte finds himself powerless as the blob takes form, and captures him within its grasp!<br>
Nearing the time of sunset, a peaceful city and its people go about their everyday business. Curious bystanders on a sidewalk glimpse a shimmering purple light, which suddenly expands into tall pillar that reaches up to the sky. Screams erupt from the people as the pillar of light takes flight, absorbing everything in its destructive path. A tower clock dings the hour of 4 o'clock as the pillar desintigrates, leaving behind a trail of cybernetic residue and utter emptyness. <br>
'The Program of Light and Dark'<br><br>
(Source: Official Site)",SPRING,2005.0,48.0,MOVIE
1868,Over Drive,26.0,70.0,5809,False,JP,MANGA,['Sports'],4/4/2007,26/9/2007,"Tour de France, it is the biggest bicycle race in the world. Now, a new achievement is about to be recorded in the history of Tour de France. The top racer is a Japanese boy named Shinozaki Mikoto.<br><br>
""Why don't you join our bicycle club?"" said Fukazawa, Shinozaki Mikoto's secret love.<br><br>
Unfortunately, despite being a high school student, he doesn't know how to ride a bike. With no real idea of what the bicycle club is, he earnestly practices. After he overcomes this challenge, while he pedals along, something that was smoldering in his mind for 15 years ignites.<br><br>
""I want to devote myself to bike riding.""<br><br>
Experiencing failure with his friends and rivals, he pedals towards becoming the top racer.<br><br>
(Source: AnimeNfo)",SPRING,2007.0,24.0,TV
1869,Tenkuu Senki Shurato,38.0,63.0,1862,False,JP,ORIGINAL,"['Action', 'Fantasy']",6/4/1989,25/1/1990,"A 16-year-old boy named Shurato and his friend Gai happen to be drawn into a gigantic ball of light while competing in the final match of a martial arts tournament. When they regain their senses, they find themselves transferred to a mystic heavenly sphere with a divine atmosphere. It's soon discovered that Shurato used to be the governing king of this world and that he has only been brought to his original state. Shurato is shocked as Gai suddenly turns hostile. After this unfortunate incident, a spectacular yet fantastic drama develops involving the two.
<br><br>
(Source: Anime News Network)",SPRING,1989.0,24.0,TV
1870,Tenkuu Senki Shurato: Sousei e no Anto,6.0,54.0,484,False,JP,,"['Action', 'Fantasy']",16/9/1991,16/3/1992,"This is the continuation of the TV series. The battle for the celestial sphere is over. Gai and Shurato have been erased from history. However, another danger is coming ahead, and the eight guardians are sent back to Earth to investigate. As Shurato tries to win back his friends in a world that has forgotten him, a new villain has a mysterious plan for them.<br><br>
(Source: AnimeDB)",FALL,1991.0,30.0,OVA
1871,Captain Tsubasa,128.0,69.0,12592,False,JP,MANGA,"['Action', 'Sports']",13/10/1983,27/3/1986,"Tsubasa Ozora moves to the town Nankatsu to increase his skills as a soccer player. He is challenged by the Super Goalkeeper Genzo Wakabayashi. He then agree to compete and see who was the best soccer player there.<br>
<br>
(Source: Anime News Network)",FALL,1983.0,24.0,TV
1872,Shin Captain Tsubasa,13.0,67.0,2760,False,JP,MANGA,"['Action', 'Sports']",1/7/1989,1/7/1990,"Shin CT takes place at the U-16 world cup in France. After some friendly matches in Germany, Japan defeats one opponent after another and finally reaches the final round against Germany. After hard matches against Italian and French top players, the German team seems to be even more supreme. The giant goal keeper Moeller, the all round ace Kalz and Europe's best player and forward Schneider offer the Japanese team an extremely hard match, but in the end Japan wins 3:2.
<br><br>
(Source: Anime News Network)",SUMMER,1989.0,30.0,OVA
1873,Captain Tsubasa: Europe Daikessen,1.0,64.0,1259,False,JP,,['Sports'],13/7/1985,13/7/1985,"The first Captain Tsubasa movie is about a match between an ""All Europe Boy Soccer Team"" and an ""All Japan Boy Soccer Team"" and takes place at the end of the first TV series. When the Japanese team arrives in Europe they meet incredible players with skills and strength they never had to face before. Shortly after the beginning of the match the Tachibana brothers shoot a goal with their ""acrobatic soccer"", but the Europeans have a supreme organisation and their legendary captain Karl-Heinz Schneider from Germany seems to be undefeatable. For Wakashimazu is totally overcharged with Schneider, the injured goalkeeper genius Wakabayashi takes his place and manages to stop Schneider's ""fire shots"". After that Japan finally manages to win the match 3:2.
<br><br>
(Source: Anime News Network)",SUMMER,1985.0,42.0,MOVIE
1874,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,1.0,61.0,985,False,JP,,['Sports'],21/12/1985,21/12/1985,"The second movie is about the return match between the All Europe Soccer Team and Japan. At the beginning Hyuga denies to join the team due to his 3. defeat against Nankatsu. He practices hard with Kyra to perfect his Tiger Shot. Misaki can't come and Wakabayashi isn't allowed to play for he normally plays for a German team. With those lacks and Schneider's (the European's captain) improved skills, Tsubasa and the Japanese team have grave problems. Despite the new rules, Schneider finally want's to beat his rival Wakabayashi with his new ""illusion shot"", thus he injures Wakashimazu and Murisaki (the second and third goal keeper) with brutal face shots until Wakabayashi is finally allowed to play. In the course of the match Hyuga manages to perfect his Tiger Shot and joins the team. With those legendary players united and Hyugas new power they manage to defeat their opponent 4:3 in the last minutes.
<br><br>
(Source: Anime News Network)",FALL,1985.0,60.0,MOVIE
1875,Captain Tsubasa: Asu ni Mukatte Hashire!,1.0,60.0,942,False,JP,,['Sports'],15/3/1986,15/3/1986,"The third Captain Tsubasa movie is basically about a training match of the All Japan Boy Soccer Team, but most of the time you see flashbacks of former matches, for instance the final match Nankatsu vs. Toho or when Wakabayashi challenges team captains of different sports.
<br><br>
(Source: Anime News Network)",SPRING,1986.0,35.0,MOVIE
1876,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,1.0,62.0,1007,False,JP,,['Sports'],12/7/1986,12/7/1986,"In the fourth movie, the classical Japan-Europe match becomes intercontinental. This time they arrange a world cup with 4 teams: Japan, USA, ""All Europe"", and ""All South America"". In the first match, Japan easily defeats the USA 3:0 and in the second match Europe loses 2:3 against South America. In the final round S.A. shows their ""soccer cyborg"" Carlos Santana, a more than supreme player who seems to be undefeatable. All their classical tricks like Hyugas ""Tiger Shot"" or Tsubasas ""Top Spin"" seem to be totally worthless, but in a hard and spectacular match the Japanese learn more and more to play in unison and finally they get the win.
<br><br>
(Source: Anime News Network)",SUMMER,1986.0,57.0,MOVIE
